缂栧彿,鍙戠敓鏃堕棿,鍖哄煙,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,鏈€澶у皬鏃堕洦寮?mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
2445,2022/9/10,蓝田县蓝关,2318,43.2,114,95,14,0.9,16.2,5,1,1,1,0,0
2446,2021/12/4,灞桥区席王,627,23.6,697,36,39,0.6,18.8,1,1,0,0,0,0
2448,2012/6/10,长安区太乙宫,2261,20,444,57,8,1.1,11.6,2,0,0,0,0,0
2449,2017/8/5,雁塔区电子城,867,10,23,39,6,1.1,15.5,0,1,1,1,0,0
2450,2014/5/5,临潼区代王,629,33.3,714,46,21,1.1,21.7,2,1,1,1,0,0
2453,2015/11/3,未央区六村堡,752,14.2,161,78,36,1,22,1,1,1,1,0,0
2455,2011/7/22,临潼区零口,346,37.5,503,44,18,0.9,21.7,0,1,1,1,0,0
2456,2010/10/24,未央区谭家,434,24.2,180,50,0,1.1,21.8,1,0,0,0,0,0
2458,2011/8/5,鄠邑区祖庵,2274,34.9,84,68,39,0.9,30.9,0,0,1,0,0,0
2462,2017/7/23,长安区沣峪,1487,28,247,93,0,1,11.8,2,0,0,0,0,0
2463,2018/7/4,长安区蒿沟,1523,44.7,161,41,34,0.6,28.9,0,0,1,1,0,0
2469,2022/9/23,灞桥区白鹿塬,589,20.4,191,48,22,1,32,1,1,1,1,0,0
2470,2011/9/3,雁塔区杜城,670,16.4,311,80,14,0.7,9.6,1,1,0,0,0,0
2472,2010/9/12,临潼区零口,796,37,518,30,32,0.6,28.8,2,0,0,0,0,0
2473,2010/3/1,未央区未央宫,878,23,678,30,21,1,12.1,1,1,0,0,0,0
2474,2021/10/28,灞桥区洪庆,715,15.6,459,54,17,0.7,22.2,1,1,0,1,0,0
2475,2017/10/10,临潼区骊山,574,30.3,258,37,11,0.6,12.9,0,1,1,1,0,0
2476,2010/5/9,雁塔区电子城,350,12.1,233,54,0,1,26.4,0,0,0,0,0,1
2477,2012/12/14,周至县广济,1839,33,530,87,13,1.2,14.8,5,1,0,1,0,1
2478,2012/8/6,蓝田县葛牌,2035,29.8,415,40,25,1.1,11.1,0,0,0,0,0,0
2482,2023/9/9,蓝田县玉川,2468,24.8,992,40,7,1,40,0,0,1,0,0,0
2483,2020/9/23,周至县马召,2233,32.8,163,50,36,0.7,11.4,4,0,0,0,0,0
2484,2013/8/18,雁塔区电子城,987,24.2,378,51,11,1.2,14.3,0,0,1,0,0,0
2486,2010/10/9,鄠邑区玉蝉,1948,34.8,261,92,19,0.9,30,5,0,1,0,0,0
2490,2010/10/19,长安区太乙宫,1136,24.6,12,82,12,0.9,13.8,0,0,0,0,0,0
2491,2017/6/7,未央区谭家,537,10.4,104,67,18,0.8,24,1,0,1,0,0,1
2493,2017/10/19,鄠邑区涝峪,1893,20,138,95,0,0.9,14.5,5,0,1,0,0,0
2494,2014/7/2,雁塔区曲江,999,14.6,52,30,28,1,11.2,0,1,1,1,0,1
2496,2017/7/6,蓝田县九间房,2433,34.5,85,74,4,1.2,24.8,0,0,1,1,0,0
2497,2021/9/30,蓝田县蓝关,1857,23.5,30,95,16,1,20,3,0,0,0,0,0
2498,2017/9/7,灞桥区席王,510,28.8,92,30,15,0.6,45.5,1,0,1,1,0,0
2502,2013/5/30,未央区谭家,661,17.9,421,55,26,1,12.5,1,1,0,0,0,0
2504,2019/8/13,高陵区鹿苑,713,16.9,107,30,22,0.7,18.4,4,0,1,0,0,0
2506,2021/10/11,鄠邑区甘河,2208,40.4,49,80,31,1.1,68,3,0,1,0,0,1
2509,2015/7/10,长安区引镇,2425,37.3,150,70,39,0.9,48,2,1,1,0,0,0
2510,2022/9/26,临潼区斜口,508,29.6,561,65,3,0.9,18.2,2,0,0,0,0,0
2513,2018/8/15,周至县板房子,1149,26.3,10,40,32,1.1,36.4,3,0,0,0,0,0
2514,2020/9/23,灞桥区洪庆,673,15.6,472,36,22,1.1,28.6,1,0,1,0,0,0
2516,2019/9/15,长安区太乙宫,1846,50,544,91,11,0.8,18.8,3,1,1,1,0,1
2518,2022/7/8,雁塔区电子城,567,29.4,640,38,23,0.8,20,0,0,0,0,0,0
2519,2013/7/14,临潼区零口,409,24,701,35,30,1,40,1,0,1,0,0,0
2520,2014/10/25,周至县板房子,1660,32.6,227,76,28,0.7,60,4,0,1,0,0,0
2521,2010/9/18,长安区小峪,1142,41.5,302,40,27,0.9,14.3,3,1,1,0,0,0
2524,2023/10/20,长安区太乙宫,1511,47.9,206,40,6,0.8,15.6,2,1,0,0,0,0
2525,2017/6/28,周至县板房子,1789,33.7,743,95,19,0.8,18.2,5,0,0,0,0,0
2526,2020/9/5,周至县厚畛子,822,21.7,474,94,31,1.1,15.4,4,0,0,0,0,0
2527,2014/12/9,长安区引镇,1088,43.8,195,55,28,0.9,51.3,0,0,1,0,0,0
2530,2020/7/10,临潼区骊山,394,41.4,634,61,36,0.8,31.2,2,1,1,1,0,0
2531,2010/3/28,蓝田县汤峪,1918,41,634,64,17,1.1,30.5,0,0,0,0,0,0
2532,2014/8/21,长安区蒿沟,1035,49,102,60,26,0.9,23.2,3,1,1,0,0,0
2533,2012/6/24,鄠邑区涝峪,968,28.1,271,84,32,0.6,8.6,3,0,0,0,0,0
2534,2023/9/8,雁塔区曲江,618,26,298,39,10,0.8,15.9,0,0,1,0,0,0
2535,2013/7/21,阎良区新兴,425,24.3,303,30,9,0.8,11.4,2,0,0,0,0,1
2538,2023/8/7,灞桥区狄寨,427,19.3,42,34,17,1.2,13.7,1,1,1,1,0,1
2539,2014/7/15,周至县马召,2145,34.7,401,77,24,1,14.7,5,1,1,1,0,0
2542,2023/8/1,鄠邑区玉蝉,1065,32.4,703,95,20,0.7,39,5,0,1,0,0,0
2547,2023/12/28,灞桥区狄寨,945,23,99,39,22,0.7,10.3,1,0,1,1,0,0
2550,2018/4/25,灞桥区狄寨,617,19.1,1158,66,24,0.6,14.8,1,0,0,0,0,0
2551,2012/9/30,灞桥区洪庆,585,23.2,966,46,7,0.7,20,1,0,0,0,0,0
2552,2013/11/12,周至县厚畛子,1345,36.9,1500,40,0,0.7,45.5,0,1,0,0,0,0
2553,2012/7/17,长安区太乙宫,2252,37.1,626,95,38,0.7,11.4,2,1,1,1,0,1
2554,2018/10/28,长安区子午峪,1623,26.9,190,40,24,0.9,10.4,2,1,1,1,0,1
2555,2021/11/3,长安区蒿沟,2080,26.9,208,67,39,0.9,36.4,0,0,0,0,0,0
2556,2019/10/20,鄠邑区蒋村,1559,31.2,78,67,24,0.7,9.1,4,0,0,0,0,0
2559,2023/8/4,长安区子午峪,2348,29.2,419,40,31,1.2,5.5,2,1,1,0,0,0
2560,2010/7/7,未央区未央宫,309,25.2,133,78,21,0.6,25.5,1,0,1,0,0,1
2564,2020/7/20,长安区太乙宫,1486,40.8,393,91,18,1.1,16.2,2,0,0,0,0,0
2565,2012/6/30,长安区引镇,1042,39.8,44,74,23,0.8,13.9,0,0,0,0,0,0
2566,2014/8/7,灞桥区席王,989,19.1,87,68,30,1.2,20,1,0,1,0,0,0
2570,2014/10/12,长安区小峪,1668,42.8,895,50,27,1.1,38.3,3,0,1,0,0,1
2572,2014/6/7,临潼区代王,769,39.8,38,30,7,0.6,16.4,2,0,0,0,0,0
2574,2021/11/9,雁塔区曲江,371,21.4,85,30,16,1.1,38.6,0,0,0,0,0,1
2576,2011/8/10,蓝田县九间房,887,35.4,1332,54,34,0.8,40,3,0,1,0,0,0
2577,2019/7/1,长安区沣峪,1720,36.6,286,72,9,0.6,15,2,0,0,0,0,0
2578,2022/5/30,灞桥区洪庆,986,23.2,168,30,26,0.8,34.2,1,1,0,1,0,0
2582,2018/7/28,灞桥区狄寨,389,21.9,327,68,8,0.7,44,1,0,0,0,0,0
2583,2013/11/23,长安区小峪,1796,25.3,215,77,32,1.2,18.5,2,0,0,0,0,0
2586,2023/11/19,长安区蒿沟,935,31.1,386,83,27,0.6,10.7,2,0,1,0,0,0
2588,2023/7/16,灞桥区白鹿塬,508,17.6,578,34,40,0.6,17,1,1,0,0,0,0
2589,2021/7/6,长安区小峪,1877,33.6,814,65,8,1,16.2,2,0,0,0,0,0
2590,2018/8/1,未央区未央宫,651,11.1,197,40,5,0.9,16.9,1,0,0,0,0,1
2591,2018/5/27,长安区沣峪,2033,27.7,1000,62,40,1,26.1,3,0,0,0,0,0
2592,2023/7/3,长安区蒿沟,2230,21.9,55,79,16,0.8,16,0,1,0,0,0,0
2593,2021/9/10,雁塔区电子城,846,26.5,146,60,7,0.8,14.3,0,0,0,0,0,0
2594,2013/10/19,长安区太乙宫,1817,30.8,150,57,20,0.9,19.2,3,0,1,1,0,0
2595,2013/9/8,灞桥区狄寨,588,16,28,30,12,0.9,16.4,1,1,1,0,0,0
2596,2021/10/4,灞桥区白鹿塬,516,16.8,111,30,12,0.6,26.3,1,0,0,0,0,0
2597,2014/8/20,未央区六村堡,514,22.2,176,58,40,0.9,18.3,1,0,1,0,0,0
2598,2013/9/14,临潼区零口,359,39.5,664,43,0,1.1,21,0,1,1,1,0,0
2600,2018/9/10,灞桥区洪庆,543,12.7,168,52,35,1.2,9.8,1,0,0,0,0,0
2601,2018/9/7,雁塔区曲江,689,10,86,49,27,0.9,10,0,0,0,0,0,0
2604,2012/9/3,鄠邑区祖庵,2063,44.9,37,75,35,1,16,5,0,0,0,0,0
2606,2015/7/9,鄠邑区涝峪,1124,20,683,61,35,1.1,8.1,4,0,0,0,0,0
2607,2012/7/9,临潼区代王,366,50,501,58,35,1.2,13.2,0,0,0,0,0,0
2608,2013/5/3,周至县板房子,2033,30,311,90,8,1.2,42.5,5,0,0,0,0,0
2610,2011/9/20,未央区六村堡,485,20.6,74,73,23,0.9,40,1,0,0,0,0,1
2612,2013/6/29,未央区未央宫,564,16.6,124,56,16,0.7,12,1,1,0,0,0,0
2616,2021/7/13,长安区小峪,1362,24.3,659,40,29,1.2,22.9,0,0,1,0,0,0
2619,2013/9/30,蓝田县葛牌,1296,24.3,34,69,0,0.8,30.8,5,0,0,0,0,0
2620,2023/11/17,灞桥区白鹿塬,586,19.8,359,42,23,0.6,12.9,1,1,0,0,0,0
2624,2023/8/7,蓝田县汤峪,1055,45.9,288,56,18,0.8,32.3,2,0,1,1,0,0
2625,2023/7/10,鄠邑区蒋村,1262,50,698,83,3,1.2,36.4,4,0,0,0,0,0
2630,2011/8/25,周至县板房子,1014,35.2,218,92,7,0.6,26.2,4,0,0,0,0,0
2631,2021/9/29,高陵区鹿苑,733,29.5,396,42,34,0.7,6.2,4,0,1,0,0,0
2634,2015/9/29,灞桥区席王,735,17.5,317,30,25,0.9,15.3,1,0,1,0,0,0
2635,2017/7/13,鄠邑区祖庵,2086,30.3,296,87,35,0.9,28.6,5,0,0,0,0,0
2636,2023/9/28,蓝田县蓝关,1054,43.9,312,55,8,0.8,31.4,3,0,1,1,0,0
2638,2020/9/21,蓝田县玉川,1379,29.8,38,71,6,1.1,12.7,3,0,1,1,0,0
2640,2012/7/15,灞桥区白鹿塬,345,20.8,199,30,24,0.7,25,1,1,1,1,0,0
2641,2022/5/4,鄠邑区蒋村,2362,41.3,185,66,30,0.6,27.7,0,1,0,0,0,0
2642,2015/7/6,灞桥区洪庆,469,17,504,40,25,0.7,11,1,0,0,0,0,0
2644,2022/5/15,长安区小峪,906,36,215,78,2,0.8,17.5,0,0,1,0,0,0
2645,2020/5/4,阎良区关山,895,15.6,360,40,24,1,29.1,1,1,1,0,0,0
2646,2013/2/16,周至县厚畛子,2484,45.5,692,53,16,0.8,23,4,1,0,1,0,0
2647,2010/8/6,雁塔区曲江,632,23.9,42,61,29,0.8,14.3,1,0,0,0,0,0
2649,2016/12/8,长安区蒿沟,871,20,39,93,6,0.8,16.7,3,0,0,0,0,1
2650,2022/7/17,蓝田县玉川,2452,33.6,272,83,31,1.2,5.2,0,1,0,1,0,0
2652,2015/10/28,临潼区骊山,490,40.6,262,47,12,0.9,18.4,0,1,1,1,0,1
2653,2014/8/18,未央区谭家,973,13.5,25,51,30,0.9,7.1,1,0,0,0,0,0
2658,2022/9/13,高陵区鹿苑,605,31.9,122,30,7,1,17.9,4,1,1,1,0,1
2659,2013/6/11,蓝田县玉川,1098,32.3,340,44,25,0.7,15.3,2,1,1,0,0,1
2660,2020/7/31,临潼区零口,367,24.9,661,39,27,0.7,25.6,1,1,0,0,0,1
2662,2016/9/27,临潼区零口,972,36.7,694,38,6,1,14.7,0,1,1,1,0,0
2664,2013/7/10,雁塔区电子城,836,24.7,70,47,15,1.2,5,0,0,0,0,0,1
2665,2019/6/4,蓝田县玉川,985,29,66,89,4,0.8,19.2,0,0,0,0,0,0
2667,2019/9/17,长安区小峪,1396,33.3,236,62,31,0.9,8.9,2,0,1,0,0,0
2668,2016/10/27,长安区子午峪,862,23.6,197,40,21,0.7,40,3,0,0,0,0,0
2670,2017/6/28,长安区太乙宫,1292,27.7,319,94,13,0.6,31.8,3,0,1,1,0,0
2674,2016/6/11,长安区蒿沟,1943,34.2,58,40,7,0.8,44.2,0,1,1,1,0,0
2676,2019/8/24,周至县广济,1943,37,363,58,30,1,13.2,0,0,1,1,0,0
2677,2011/8/21,临潼区斜口,707,25,518,30,25,0.8,25,2,1,0,1,0,0
2679,2022/7/17,鄠邑区甘河,2238,49,140,53,22,1,25,3,0,0,0,0,0
2680,2016/9/23,蓝田县葛牌,1791,46.8,170,95,12,0.7,6.7,5,0,1,0,0,0
2681,2021/6/13,蓝田县汤峪,861,20,314,47,7,0.8,5,2,1,0,0,0,0
2683,2015/9/28,蓝田县玉川,883,29.5,314,57,34,1.1,23.6,2,0,0,0,0,0
2686,2016/8/10,鄠邑区甘河,1153,27.8,205,55,35,0.8,11.4,3,0,0,0,0,0
2689,2010/10/3,长安区引镇,2312,43.6,45,40,29,1,14.8,0,1,1,1,0,0
2691,2021/8/22,长安区蒿沟,1653,31.7,180,92,16,1,18.7,3,0,1,0,0,0
2692,2021/10/18,鄠邑区玉蝉,1061,35.7,29,86,3,1.2,47.8,0,0,1,0,0,0
2693,2019/9/23,长安区太乙宫,1403,35.2,830,77,38,1.2,33.3,0,0,0,0,0,0
2695,2012/10/6,鄠邑区涝峪,1317,45.9,117,82,13,0.8,17.9,3,1,1,1,0,0
2698,2019/9/28,雁塔区杜城,808,23,353,76,8,0.7,24,1,0,0,0,0,0
2699,2022/6/5,阎良区新兴,735,27.9,2,53,2,0.7,15.1,2,0,1,0,0,0
2700,2011/9/30,雁塔区杜城,948,19.4,334,39,39,1.2,6.8,1,0,0,0,0,1
2701,2012/7/28,周至县广济,2115,35.5,482,84,39,0.8,5,5,0,0,0,0,1
2704,2015/12/20,蓝田县九间房,1120,44.9,750,85,24,1,10.2,3,0,0,0,0,0
2705,2020/6/16,周至县马召,1608,33.9,379,83,29,0.6,18.7,4,1,1,1,0,0
2706,2021/8/29,未央区六村堡,581,15.1,633,30,2,0.8,13.8,1,0,0,0,0,1
2707,2011/10/3,雁塔区曲江,497,17.3,478,43,4,0.6,7.8,1,1,1,1,0,1
2710,2019/6/10,蓝田县玉川,1750,29.1,78,95,14,0.7,33.3,3,0,1,0,0,0
2711,2023/9/17,灞桥区白鹿塬,481,20.8,184,57,28,0.7,18.1,1,0,0,0,0,0
2712,2017/9/27,长安区引镇,2454,23.3,812,93,39,0.8,9.6,3,0,0,0,0,0
2713,2011/9/23,蓝田县汤峪,2361,38.6,134,73,19,1.1,32,2,1,0,1,0,0
2715,2016/7/9,未央区未央宫,371,22.7,11,40,32,1,5.9,1,1,0,0,0,0
2716,2023/8/26,阎良区武屯,639,17.5,1270,54,11,1,40,1,0,0,0,0,0
2717,2015/7/7,未央区六村堡,305,20.7,226,45,10,0.8,14.8,1,0,0,0,0,0
2720,2011/8/12,长安区蒿沟,2117,38.5,637,40,36,0.6,30.6,3,0,1,1,0,0
2722,2022/8/11,鄠邑区甘河,2106,31.2,893,40,33,1.1,24.6,3,1,0,0,0,0
2725,2011/7/18,灞桥区白鹿塬,399,23.7,397,33,15,1,18.2,1,0,0,0,0,1
2728,2015/8/24,长安区子午峪,1536,34.6,119,40,11,0.8,17,2,1,1,0,0,0
2730,2019/7/24,蓝田县葛牌,903,35.6,336,69,22,0.8,23.5,5,0,0,0,0,0
2736,2012/9/17,周至县厚畛子,1086,46.1,168,90,18,0.9,40,5,1,1,0,0,0
2737,2016/10/28,鄠邑区祖庵,2006,46.6,167,46,3,0.6,25.1,5,1,1,1,0,0
2739,2011/6/20,临潼区斜口,435,36.8,1393,39,11,0.8,29.5,2,1,1,1,0,0
2740,2022/6/20,鄠邑区祖庵,1856,39.2,113,87,35,0.6,21.1,4,1,1,1,0,0
2741,2018/6/9,临潼区斜口,463,48.4,759,63,23,0.9,41.8,0,1,1,1,0,1
2744,2023/8/25,阎良区关山,760,15,109,56,17,1.2,20,2,0,0,0,0,0
2747,2021/6/4,鄠邑区涝峪,1522,50,452,63,34,0.6,19.7,3,0,1,0,0,0
2748,2017/2/17,周至县广济,1251,28.7,260,77,15,0.9,61.8,5,0,0,0,0,0
2756,2016/9/27,鄠邑区甘河,2376,25.4,322,89,36,0.6,19.1,0,0,1,1,0,0
2759,2019/5/13,灞桥区席王,626,16.9,150,47,2,0.9,18.6,1,1,1,1,0,0
2760,2015/9/29,蓝田县葛牌,1685,28.1,749,40,26,1.1,23.2,5,0,1,1,0,0
2763,2017/8/5,雁塔区电子城,680,22.7,196,30,6,0.6,18.5,0,1,1,0,0,1
2765,2013/8/1,蓝田县玉川,1208,32.8,1500,88,3,0.6,17.4,5,0,0,0,0,0
2769,2016/10/21,周至县马召,2175,34.9,6,60,14,0.8,15.6,5,1,0,0,0,0
2770,2023/7/13,雁塔区曲江,608,17.6,463,62,15,0.9,20,1,1,0,0,0,0
2771,2013/8/27,长安区蒿沟,1612,24.6,257,40,39,1.2,6.9,2,0,0,0,0,0
2772,2019/9/22,雁塔区电子城,493,24.9,116,54,21,1.1,64,0,1,1,1,0,0
2775,2016/11/24,灞桥区狄寨,392,23,449,30,32,0.8,18.5,1,1,1,1,0,0
2776,2018/7/12,鄠邑区蒋村,2058,47.8,180,40,1,0.7,12.5,5,0,1,1,0,1
2781,2011/12/4,灞桥区白鹿塬,398,23.9,617,41,1,0.7,21.5,1,0,0,0,0,0
2782,2014/7/31,蓝田县玉川,1626,31,81,92,6,0.9,40,0,0,0,0,0,0
2789,2020/9/23,蓝田县玉川,1496,29.7,137,93,17,1.2,11.4,2,1,1,0,0,0
2790,2015/8/4,长安区子午峪,1500,46.2,523,88,20,1.2,32.5,0,1,1,0,0,0
2791,2016/8/8,鄠邑区甘河,1632,33.8,223,79,32,0.6,43.5,4,1,0,0,0,0
2795,2020/9/21,未央区六村堡,313,17.7,126,44,27,0.6,9.2,1,1,1,1,0,1
2796,2015/7/10,未央区未央宫,436,23.7,90,30,34,1.1,10.3,1,0,0,0,0,0
2797,2016/7/30,蓝田县蓝关,1353,25.2,567,87,38,0.7,15,0,0,0,0,0,0
2803,2017/9/27,灞桥区席王,346,20.1,580,34,3,1.2,20,1,0,1,0,0,1
2804,2014/7/28,长安区引镇,1401,43.5,49,40,39,0.8,5.8,0,0,0,0,0,0
2806,2022/5/29,长安区太乙宫,1651,21.2,181,77,21,1,17,3,0,1,0,0,0
2807,2010/9/2,周至县广济,1210,37.8,351,40,5,0.6,14.5,4,1,1,1,0,0
2809,2012/7/1,临潼区斜口,947,34.1,66,30,8,1,27.5,1,1,0,1,0,0
2810,2012/7/17,鄠邑区祖庵,2234,45.1,660,80,36,0.8,29.1,3,1,0,1,0,0
2814,2018/5/26,蓝田县九间房,2172,37.3,66,63,37,1.2,13.8,5,1,1,1,0,0
2815,2017/10/2,周至县厚畛子,2263,35.4,156,88,12,1,22.8,3,0,1,0,0,0
2817,2021/10/9,周至县王家河,2226,49.9,677,92,15,1,71.4,0,0,0,0,0,0
2818,2022/8/17,长安区引镇,1746,24.3,998,40,14,0.9,15.6,2,1,0,1,0,0
2819,2022/11/21,灞桥区狄寨,673,25,238,30,36,0.7,20,1,0,1,0,0,0
2822,2017/6/5,蓝田县汤峪,1648,28.2,682,95,18,0.8,17.9,0,0,0,0,0,0
2823,2017/9/13,鄠邑区涝峪,1002,40.1,160,71,0,1.1,25.3,4,0,0,0,0,0
2824,2014/8/13,灞桥区洪庆,623,19,282,36,39,0.9,21.7,1,1,1,1,0,0
2826,2023/5/25,蓝田县玉川,1387,27.4,813,90,10,0.7,15.1,2,0,0,0,0,0
2829,2019/9/27,雁塔区曲江,896,15.2,1500,48,36,0.6,12.3,1,0,0,0,0,1
2830,2019/7/30,鄠邑区祖庵,998,33.2,38,81,21,0.9,6.3,3,0,0,0,0,0
2831,2013/3/18,长安区太乙宫,1488,37.5,1076,95,2,0.9,18,3,1,1,0,0,0
2834,2013/8/28,未央区六村堡,792,15.8,822,30,24,0.7,33.3,1,0,1,1,0,1
2836,2012/12/21,长安区小峪,992,26.7,874,70,6,1,48,0,0,0,0,0,0
2838,2014/8/19,雁塔区杜城,653,24,125,33,4,1,7.5,1,0,0,0,0,0
2839,2019/8/15,蓝田县玉川,1683,28.2,1126,81,29,0.6,27.7,3,0,0,0,0,0
2840,2011/6/26,长安区小峪,2229,20,174,54,11,0.7,8.5,3,0,0,0,0,0
2841,2021/7/15,长安区沣峪,1674,50,40,56,2,1.1,53.3,2,1,1,0,0,0
2842,2017/8/12,灞桥区洪庆,418,26.9,222,67,9,0.7,20,1,0,0,0,0,1
2843,2013/7/8,鄠邑区甘河,1381,35.1,27,50,9,0.6,36.4,0,1,0,0,0,0
2845,2010/9/15,长安区子午峪,2010,50,448,64,37,0.9,30.7,2,0,1,1,0,0
2846,2011/9/5,周至县板房子,2025,50,198,68,26,0.9,10.9,0,0,1,0,0,1
2849,2021/8/18,长安区蒿沟,1155,40.5,228,79,28,1.1,29.4,2,1,0,1,0,0
2854,2014/5/26,周至县广济,1900,36.6,266,67,26,1.1,40,5,1,1,1,0,0
2855,2010/7/13,周至县广济,1558,21.4,223,40,38,1,23.5,4,0,1,1,0,0
2856,2011/7/23,蓝田县玉川,2145,27.5,401,44,5,1.1,21.6,3,1,1,1,0,0
2858,2010/5/3,长安区太乙宫,1683,33.7,582,93,30,1.1,19.1,3,1,0,1,0,0
2860,2023/5/12,灞桥区席王,545,22.2,218,33,29,1,20,1,0,1,1,0,1
2862,2023/9/22,未央区六村堡,474,21.1,500,30,2,1,24,1,0,0,0,0,1
2864,2018/9/6,蓝田县玉川,933,33.5,426,95,9,1.1,33.3,3,0,1,1,0,0
2866,2014/7/19,灞桥区狄寨,747,18.3,173,34,0,0.6,14.4,1,0,0,0,0,0
2867,2023/7/5,长安区小峪,1480,43.7,213,95,9,0.7,9.6,2,0,1,0,0,0
2868,2015/7/20,长安区小峪,1056,46.5,394,86,5,0.8,13.8,0,0,1,0,0,0
2870,2021/10/25,长安区蒿沟,1941,35.9,109,81,7,1.2,40,0,0,1,0,0,0
2871,2013/7/26,蓝田县玉川,1310,28.8,374,93,4,0.6,35.8,3,1,0,0,0,0
2873,2013/9/21,周至县厚畛子,849,45.9,1279,86,10,1.2,13.3,5,0,1,1,0,0
2874,2021/5/17,长安区引镇,815,39.7,218,72,29,1.2,18.6,2,1,1,1,0,0
2876,2015/9/21,未央区未央宫,414,20.6,172,30,38,0.8,12.4,1,1,1,1,0,1
2878,2015/10/26,周至县板房子,2183,30.8,292,95,10,0.7,5,5,1,0,0,0,0
2880,2013/4/1,长安区太乙宫,1278,33.7,499,95,26,0.7,9.4,2,0,1,1,0,0
2881,2014/8/10,鄠邑区蒋村,997,24.3,215,40,27,1,16.7,5,0,0,0,0,0
2882,2011/8/4,周至县广济,1314,38.2,355,72,34,1.2,14.5,4,0,1,0,0,0
2885,2019/7/14,周至县马召,1144,23.8,515,55,7,0.8,73.3,4,0,1,0,0,0
2886,2015/10/8,临潼区代王,823,28,795,30,17,1.1,13.8,0,0,1,0,0,0
2887,2011/5/5,阎良区关山,946,18,657,30,7,1.1,13.1,2,0,0,0,0,0
2889,2011/8/3,长安区子午峪,1615,34.8,469,84,38,1.2,15,0,1,1,0,0,0
2890,2022/9/17,周至县板房子,1693,38,296,48,22,0.6,14.9,5,1,1,1,0,1
2891,2014/7/29,临潼区斜口,660,31.2,156,51,6,0.8,53.3,1,1,1,1,0,1
2892,2017/8/22,蓝田县汤峪,2457,22.6,21,95,9,0.7,9.4,3,0,0,0,0,0
2894,2016/8/3,蓝田县葛牌,1374,35.6,305,40,23,1.1,17,2,1,0,1,0,0
2895,2019/1/22,鄠邑区甘河,1626,42.1,147,74,13,1.1,12.6,0,1,1,1,0,0
2896,2011/7/29,雁塔区杜城,690,12,29,41,12,0.6,28,0,0,0,0,0,0
2898,2015/7/20,灞桥区席王,593,19.6,1121,55,15,1.2,16.8,1,0,1,0,0,0
2901,2014/9/5,长安区沣峪,1305,31.9,88,95,28,1,16.7,3,0,1,0,0,0
2902,2016/7/29,灞桥区席王,903,17.4,542,30,4,0.6,18.4,1,0,0,0,0,0
2903,2013/8/8,灞桥区席王,853,18.6,122,68,39,0.7,40,1,0,1,1,0,0
2904,2019/2/11,雁塔区杜城,473,18.5,291,43,9,0.6,34,1,0,1,0,0,1
2905,2017/7/7,蓝田县玉川,2374,29.2,302,69,6,0.9,17.8,0,0,1,1,0,0
2906,2011/8/9,蓝田县蓝关,1602,25,112,68,34,1.1,26.2,0,0,1,0,0,0
2908,2012/10/25,长安区小峪,886,30.7,209,63,28,0.9,10.2,2,1,1,0,0,0
2909,2018/7/20,临潼区代王,390,38.5,57,67,25,0.9,44,0,1,0,0,0,1
2910,2014/7/17,蓝田县玉川,2442,32.6,740,53,36,0.6,30.8,5,1,1,1,0,0
2911,2019/8/26,长安区子午峪,2059,35,757,56,10,0.9,9.2,0,0,0,0,0,0
2913,2020/9/26,周至县王家河,1625,35.7,220,61,11,1,28.6,4,0,1,0,0,0
2914,2016/6/12,高陵区通远,400,15.6,80,30,22,0.6,13.7,1,0,1,1,0,1
2915,2021/5/14,鄠邑区甘河,1673,33,32,40,22,1.1,24.3,0,1,1,0,0,0
2923,2023/5/17,长安区小峪,2380,39.3,19,81,25,1.1,36,0,1,1,1,0,0
2926,2019/8/1,蓝田县葛牌,2179,40.4,191,75,35,0.6,12.5,2,1,1,1,0,0
2927,2010/7/14,蓝田县蓝关,2013,27.7,280,49,31,0.8,9.5,5,0,0,0,0,0
2928,2014/9/22,周至县厚畛子,2424,25.9,873,69,22,1,15.5,4,1,0,1,0,0
2930,2021/8/10,雁塔区曲江,865,20.1,214,38,18,1,16.8,0,0,1,0,0,0
2931,2019/7/10,长安区太乙宫,1325,20,203,42,2,1.1,8.5,0,0,1,0,0,0
2932,2023/11/30,长安区引镇,909,46.8,304,40,28,0.7,47.4,0,1,1,1,0,0
2934,2012/7/7,周至县马召,1566,38.2,74,40,11,1.1,9.5,5,1,1,1,0,0
2936,2015/12/20,鄠邑区蒋村,2296,29.3,33,87,29,0.9,18.2,0,0,1,0,0,0
2937,2015/9/30,临潼区骊山,445,43.4,94,74,1,1.2,27.4,0,1,1,1,0,0
2941,2013/6/27,长安区太乙宫,1510,28.8,438,77,40,0.8,36.4,2,0,0,0,0,0
2942,2023/8/31,周至县马召,2370,38.6,223,46,18,1,14.4,3,0,0,0,0,0
2943,2017/9/26,周至县王家河,1915,39.9,178,66,21,0.8,51.1,0,0,1,0,0,0
2944,2014/7/12,蓝田县汤峪,1253,27.8,85,66,20,0.8,18.3,3,0,0,0,0,0
2945,2010/7/20,未央区六村堡,589,19.4,200,30,19,0.9,10.5,1,0,1,1,0,1
2946,2021/4/6,未央区谭家,513,20.2,90,35,17,1,17.4,1,0,1,1,0,0
