编号,发生时间,区域,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,最大小时雨强(mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
974,2016/2/5,灞桥区狄寨,314,18.1,837,61,22,2.4,18.3,1,1,0,1,1,0
975,2019/10/2,鄠邑区甘河,1406,47.3,1163,45,38,5.2,14.6,0,0,1,0,0,0
976,2020/5/13,长安区引镇,1197,25,120,91,60,21,5.7,3,1,1,0,1,0
977,2020/3/22,蓝田县葛牌,958,36,949,93,23,3.2,14.4,3,1,1,0,0,0
978,2020/8/11,长安区引镇,1741,25.8,30,92,32,1.8,35.6,0,0,0,0,0,0
979,2019/9/20,灞桥区狄寨,743,14,172,59,42,7.6,11.1,1,1,0,0,0,0
980,2011/10/11,蓝田县蓝关,1009,50,1078,85,31,1.2,51.7,2,1,0,0,0,0
981,2013/10/24,灞桥区洪庆,659,29.2,16,61,17,5.6,6.1,1,0,0,0,1,0
982,2018/8/6,蓝田县蓝关,1033,44.4,567,40,41,6.7,12.2,2,0,0,0,0,0
983,2021/7/18,高陵区通远,435,26.2,169,30,25,3,16.7,1,0,1,1,1,0
984,2019/7/24,临潼区代王,422,32,520,47,20,5.6,7.1,1,1,0,0,0,0
985,2023/7/2,鄠邑区甘河,984,48.9,96,95,23,2.8,16.4,4,0,1,0,0,0
986,2011/11/26,长安区小峪,2272,43.6,181,84,51,3.6,28.3,0,1,0,1,1,0
987,2011/7/7,临潼区骊山,641,40,50,80,59,2.3,51.3,0,1,1,1,0,0
988,2014/10/20,鄠邑区祖庵,1797,44.4,545,40,39,1,78,0,0,1,1,0,0
989,2013/9/21,未央区谭家,926,13.9,520,55,24,3.9,12.3,1,0,0,0,0,1
990,2017/11/1,长安区引镇,1828,34.7,432,88,52,5.8,17.9,0,1,0,0,1,0
991,2012/12/24,鄠邑区涝峪,2396,50,41,40,44,3.7,23.8,0,1,0,0,0,0
992,2017/7/28,长安区蒿沟,1520,29.3,570,58,24,6.3,7.6,0,0,0,0,0,0
993,2011/8/8,长安区引镇,1283,46.3,30,53,40,4.5,17.8,3,0,0,0,0,0
994,2018/1/3,临潼区骊山,914,29.2,141,80,27,1.1,49.1,0,0,1,1,0,0
995,2022/9/12,长安区太乙宫,1833,45.3,38,81,36,4.5,16,3,0,1,0,0,0
996,2017/7/14,灞桥区席王,963,22.8,312,30,34,4.5,15.1,1,1,0,0,1,0
997,2023/9/22,周至县马召,1040,24.3,167,86,33,3.3,20,0,0,0,0,0,0
998,2012/8/12,周至县板房子,1975,42.9,112,40,20,1.6,25,4,1,1,0,0,0
999,2014/8/21,长安区蒿沟,905,40.9,636,95,55,3.2,34.4,2,0,0,0,0,0
1000,2011/10/25,阎良区武屯,704,10,45,30,24,1.1,43.6,2,1,0,0,1,0
1001,2011/12/22,阎良区关山,690,24.5,158,35,17,1,34,2,0,0,0,0,0
1002,2021/1/9,雁塔区电子城,438,21.7,579,41,25,3.7,13.5,1,0,0,0,0,1
1003,2017/6/26,临潼区零口,916,28.5,24,30,27,1.3,41.5,1,0,0,0,0,0
1004,2019/10/30,未央区谭家,794,21.2,113,30,26,1.7,30.6,1,0,1,0,0,0
1005,2013/8/16,蓝田县蓝关,2041,30.2,144,62,89,35.3,5,0,0,1,1,1,0
1006,2020/9/18,鄠邑区蒋村,2286,32.9,1073,95,36,2,36,5,1,0,0,0,0
1007,2022/9/29,高陵区耿镇,408,20.9,92,30,10,1.3,15.4,1,0,0,0,0,1
1008,2014/6/20,周至县广济,1230,42.4,115,57,34,1.8,37.8,3,1,0,0,0,0
1009,2018/6/26,鄠邑区玉蝉,1166,40.8,457,42,22,1.7,25.9,4,1,0,0,0,0
1010,2023/7/18,未央区六村堡,904,22.6,1385,42,14,1.5,18.7,1,0,0,0,0,0
1011,2018/8/30,灞桥区洪庆,394,14.5,120,30,17,1.5,22.7,1,1,1,1,1,1
1012,2015/9/18,蓝田县汤峪,1091,31.5,253,47,20,3.3,12.1,0,1,1,1,0,0
1013,2023/8/2,长安区子午峪,2391,39.4,435,78,20,4.9,8.2,0,1,1,0,0,0
1014,2020/12/29,蓝田县蓝关,1693,31.8,1369,80,28,6.5,8.6,5,1,0,0,0,0
1015,2011/8/21,周至县板房子,803,32.5,187,90,23,1.2,38.3,5,1,0,1,0,0
1016,2022/11/10,鄠邑区玉蝉,2493,37,325,67,45,4.2,21.4,3,1,0,1,1,0
1017,2023/7/26,长安区沣峪,2020,43.8,592,95,54,2.5,43.2,2,1,1,1,1,0
1018,2015/8/10,灞桥区白鹿塬,680,21.1,452,46,23,3.6,12.8,1,0,1,0,0,0
1019,2015/5/14,灞桥区白鹿塬,742,24.5,500,30,14,1.2,23.3,1,1,0,1,1,0
1020,2018/9/28,临潼区骊山,481,29.4,70,30,35,1.6,43.8,2,1,1,1,1,0
1021,2019/8/18,长安区蒿沟,911,47.6,193,81,45,1.4,64.3,3,0,1,1,1,0
1022,2018/6/8,鄠邑区玉蝉,2432,45,824,91,41,7,11.7,4,0,0,0,0,0
1023,2017/12/22,临潼区代王,320,43.2,51,50,24,1.3,36.9,2,1,0,1,0,0
1024,2018/7/22,雁塔区电子城,529,15.1,248,30,18,2.5,14.4,1,1,1,1,1,0
1025,2013/12/8,长安区引镇,1325,48.6,127,40,28,2.5,22.4,3,1,0,0,1,0
1026,2017/6/21,周至县马召,1969,41,80,82,36,7.4,9.7,5,0,1,0,1,0
1027,2013/8/6,临潼区斜口,328,45.4,116,56,22,4,11,1,1,1,1,1,0
1028,2014/9/21,蓝田县汤峪,962,30.2,71,63,20,2.6,15.4,3,0,0,0,0,0
1029,2021/9/12,鄠邑区玉蝉,1801,45.9,384,91,33,1.7,38.8,0,1,1,1,1,0
1030,2017/7/1,灞桥区白鹿塬,317,23.4,194,76,40,2.3,34.8,1,0,0,0,1,1
1031,2015/5/17,临潼区骊山,584,50,409,32,41,4.6,17.8,0,1,1,1,0,0
1032,2011/9/17,鄠邑区蒋村,2145,30.9,246,40,35,5.4,13,4,0,1,0,0,0
1033,2014/9/3,长安区引镇,2086,31.9,62,87,30,2.5,24,2,1,0,0,1,0
1034,2013/6/3,长安区引镇,1700,34.4,473,84,61,13.8,8.8,0,1,1,1,1,1
1035,2014/7/21,周至县广济,1143,28.5,1103,40,20,5.8,6.9,0,1,1,1,0,0
1036,2015/9/11,长安区引镇,1233,45.9,59,60,34,4,17,0,1,1,1,0,0
1037,2012/9/14,周至县马召,1617,22,134,40,25,3.5,14.3,3,0,1,1,1,0
1038,2020/9/27,灞桥区狄寨,396,19.5,18,32,15,1,30,1,1,0,1,1,0
1039,2015/8/21,蓝田县玉川,913,33.2,212,80,33,3.5,18.9,5,0,1,0,0,0
1040,2019/7/22,鄠邑区祖庵,1807,37.6,812,40,32,2.8,22.9,5,1,0,1,0,0
1041,2016/5/12,长安区子午峪,1429,25.8,244,83,32,4.5,14.2,3,0,1,0,0,0
1042,2010/8/15,未央区未央宫,478,11.3,860,31,14,2.5,11.2,1,0,0,0,0,1
1043,2015/8/31,鄠邑区玉蝉,2022,33.1,294,40,30,1,60,0,1,1,0,0,0
1044,2013/8/8,蓝田县汤峪,2356,39,264,89,54,17.9,6,0,1,1,1,1,0
1045,2011/9/18,蓝田县葛牌,2151,26.6,489,92,142,6.6,43,5,0,1,0,1,0
1046,2012/11/17,灞桥区席王,757,14.6,159,30,18,3.2,11.2,1,0,0,0,1,1
1047,2014/7/5,长安区引镇,1517,37.2,256,69,35,6.3,11.1,2,1,0,1,1,0
1048,2019/11/16,长安区蒿沟,1629,40.2,141,40,57,12.9,8.8,0,1,1,1,1,0
1049,2014/9/2,蓝田县蓝关,843,28.3,220,40,64,5.7,22.5,2,1,0,1,1,0
1050,2011/8/27,灞桥区狄寨,641,26.8,20,30,25,1.3,38.5,1,1,1,1,0,0
1051,2012/5/21,灞桥区洪庆,888,23.2,63,30,13,1.2,21.7,1,1,0,0,0,0
1052,2010/5/10,鄠邑区涝峪,901,31.6,393,59,49,4.9,20,3,1,0,1,1,0
1053,2021/9/21,高陵区鹿苑,689,22.1,16,30,15,1.3,23.1,4,0,1,0,0,1
1054,2018/10/15,蓝田县汤峪,1474,29.9,718,63,34,3.7,18.4,5,1,1,1,0,0
1055,2022/10/26,长安区子午峪,1158,37.9,287,90,44,4.8,18.3,2,1,0,0,1,0
1056,2017/8/9,鄠邑区涝峪,980,36.3,562,44,32,4,16,5,1,1,1,0,0
1057,2011/9/11,鄠邑区甘河,1075,22.5,239,74,26,1.4,37.1,5,0,1,0,0,0
1058,2016/5/17,临潼区零口,784,20.2,176,50,85,4.8,35.4,0,1,0,1,1,0
1059,2011/6/6,高陵区耿镇,473,10.6,45,65,37,1.3,56.9,4,0,0,0,0,1
1060,2022/6/4,灞桥区席王,532,28.4,135,45,14,3.8,7.4,1,0,0,0,0,0
1061,2017/10/26,鄠邑区玉蝉,2051,42.4,88,74,51,3.7,27.6,3,0,1,0,0,0
1062,2011/7/29,临潼区斜口,706,30.8,56,30,20,1.1,36.4,0,0,1,1,0,0
1063,2022/9/10,临潼区斜口,913,29.9,719,68,47,22,5,2,1,1,0,0,1
1064,2013/7/10,阎良区新兴,910,22.8,209,41,19,3.8,10,1,0,1,1,1,0
1065,2014/3/31,灞桥区狄寨,879,10.4,833,48,21,2.2,19.1,1,0,0,0,0,0
1066,2016/8/16,临潼区代王,782,25.1,19,30,20,1.2,33.3,0,0,0,0,0,0
1067,2022/7/15,周至县厚畛子,2110,35.8,18,70,91,15.4,11.8,5,0,0,0,0,0
1068,2015/7/5,鄠邑区涝峪,1900,40.4,974,40,20,1.8,22.2,0,0,1,1,0,0
1069,2010/5/3,周至县王家河,1453,39.3,958,58,56,11.2,10,3,0,0,0,0,0
1070,2011/12/17,蓝田县葛牌,1092,36.5,132,53,36,4.2,17.1,3,0,1,1,0,0
1071,2020/7/23,雁塔区杜城,639,12.3,337,37,10,1,20,0,1,0,1,1,1
1072,2011/9/15,周至县王家河,1979,31.3,614,72,43,1.6,53.8,5,1,0,1,0,0
1073,2011/7/23,未央区六村堡,608,26.2,7,30,29,1.6,36.2,1,0,1,1,1,0
1074,2020/8/7,灞桥区席王,627,17.5,1416,59,12,1,24,1,0,0,0,0,0
1075,2013/6/6,阎良区关山,638,20.9,1290,30,21,4.1,10.2,1,1,0,0,0,0
1076,2011/10/4,长安区蒿沟,1596,32.9,58,40,20,2.9,13.8,2,0,1,0,0,0
1077,2012/2/1,蓝田县汤峪,2065,42,870,69,57,5,22.8,2,1,0,0,0,0
1078,2019/9/21,鄠邑区甘河,1976,41,72,79,35,5.6,12.5,4,1,1,1,0,0
1079,2013/10/21,蓝田县蓝关,2463,35.6,413,70,27,2.4,22.5,3,0,0,0,0,0
1080,2018/9/10,蓝田县九间房,1912,26.7,788,63,20,3.7,10.8,5,0,0,0,1,0
1081,2022/8/7,灞桥区狄寨,405,22.3,596,71,10,1,20,1,0,0,0,0,0
1082,2015/9/8,蓝田县九间房,807,20.7,66,68,48,4.6,20.9,2,0,1,1,0,0
1083,2010/10/31,长安区小峪,1565,31.9,89,86,20,1.1,36.4,3,0,0,0,1,0
1084,2022/8/16,临潼区代王,475,44.4,85,50,100,21.7,9.2,1,1,1,1,1,1
1085,2011/5/10,长安区沣峪,1562,40.3,177,76,20,1,40,2,0,1,0,0,0
1086,2022/10/12,长安区太乙宫,1641,29.3,441,93,22,5.7,7.7,2,0,0,0,0,0
1087,2021/8/25,灞桥区席王,636,24.6,643,51,19,3.1,12.3,1,1,0,0,0,0
1088,2020/5/5,未央区谭家,800,22.5,612,38,15,1,30,1,1,0,1,0,0
1089,2022/10/8,鄠邑区祖庵,1717,32.5,68,50,20,4.9,8.2,5,0,1,1,0,0
1090,2018/7/6,长安区子午峪,1447,29.5,658,95,20,2.6,15.4,0,0,0,0,0,0
1091,2022/10/15,长安区子午峪,2405,45.8,6,51,20,3.5,11.4,3,0,0,0,0,0
1092,2018/9/2,周至县广济,973,50,188,46,20,1,40,5,0,1,1,0,0
1093,2012/9/18,未央区谭家,366,21.5,456,35,31,2.8,22.1,1,0,1,1,1,0
1094,2018/6/21,未央区六村堡,900,26.8,506,46,28,2.9,19.3,1,1,0,1,0,1
1095,2011/8/2,雁塔区杜城,359,18.7,121,30,11,4.7,5,1,1,1,1,1,0
1096,2019/10/28,蓝田县葛牌,2046,36.3,362,52,30,2.4,25,2,0,1,0,0,0
1097,2018/12/4,长安区沣峪,1310,32,87,40,26,4.4,11.8,0,0,1,0,0,0
1098,2011/8/16,长安区子午峪,1056,41.2,379,43,29,4.5,12.9,3,0,0,0,1,0
1099,2021/5/18,灞桥区狄寨,961,17.9,63,59,14,2.8,10,1,0,1,0,1,0
1100,2020/8/23,周至县马召,1265,21.6,79,93,23,5,9.2,5,0,0,0,0,1
1101,2017/8/3,高陵区耿镇,657,26.4,335,61,17,1,34,4,0,0,0,0,0
1102,2016/10/1,周至县马召,1941,42.4,134,82,20,2.2,18.2,4,0,1,0,1,0
1103,2012/10/31,灞桥区白鹿塬,536,27.5,78,30,21,2.1,20,1,0,1,1,0,0
1104,2013/9/8,周至县厚畛子,1115,26.1,87,57,57,10.4,11,4,0,1,0,0,0
1105,2021/4/15,周至县马召,1064,47.8,38,54,21,1.7,24.7,4,0,1,0,1,0
1106,2014/8/11,鄠邑区玉蝉,1646,47.8,182,40,31,3.1,20,0,0,1,1,1,0
1107,2017/9/28,长安区小峪,1988,20,0,89,23,3.7,12.4,3,0,1,1,1,0
1108,2023/8/10,周至县板房子,2010,21.8,23,59,21,2.5,16.8,0,0,1,1,1,0
1109,2023/8/9,未央区未央宫,429,20.2,467,55,20,1.9,21.1,1,0,1,1,0,1
1110,2023/4/15,长安区小峪,905,46.6,192,89,33,3.1,21.3,0,0,1,1,0,0
1111,2020/10/11,鄠邑区蒋村,2119,35.5,35,80,41,3,27.3,4,1,1,1,1,0
1112,2010/5/27,蓝田县玉川,1447,36,688,91,29,5.4,10.7,0,1,0,0,0,0
1113,2014/6/14,周至县板房子,964,30.9,71,86,22,3.1,14.2,4,0,1,0,0,0
1114,2023/10/24,未央区六村堡,616,29.6,836,61,10,1,20,1,0,0,0,0,0
1115,2011/8/19,临潼区零口,342,28.5,64,30,28,2.8,20,0,1,1,0,1,0
1116,2018/8/2,高陵区鹿苑,817,19.8,8,48,10,1,20,1,0,1,0,0,0
1117,2022/7/17,长安区沣峪,2035,28.6,469,40,21,2.4,17.5,2,1,0,1,1,0
1118,2019/9/12,雁塔区电子城,868,18.3,431,34,20,2.7,14.8,1,1,0,0,0,0
1119,2019/9/14,蓝田县蓝关,2191,29.6,492,77,39,1.9,41.1,3,0,0,0,0,0
1120,2021/7/4,周至县王家河,1036,47.6,859,89,20,2.1,19,4,0,0,0,0,0
1121,2021/6/23,长安区沣峪,2366,38.3,1484,46,77,6.6,23.3,3,1,0,1,0,0
1122,2012/6/15,蓝田县葛牌,2367,36.8,765,86,78,3.1,50.3,5,1,1,1,1,0
1123,2013/6/1,蓝田县蓝关,2369,20,111,88,39,5.6,13.9,5,0,0,0,0,0
1124,2014/9/26,蓝田县葛牌,2283,34.1,253,56,20,2.2,18.2,5,0,1,0,0,0
1125,2020/7/26,蓝田县玉川,2037,26.5,212,47,23,3,15.3,0,1,1,1,1,0
1126,2018/8/10,长安区沣峪,1581,39.9,104,75,49,13,7.5,2,0,1,1,1,0
1127,2011/5/15,长安区引镇,1532,38.6,546,89,27,3.7,14.6,0,1,0,1,1,0
1128,2015/9/13,鄠邑区涝峪,1427,35.5,426,59,29,1.9,30.5,3,1,0,0,1,0
1129,2022/9/10,周至县马召,2260,37.6,133,95,34,3.9,17.4,5,1,1,1,0,0
1130,2020/6/25,蓝田县玉川,1905,29.4,892,73,31,3.8,16.3,0,0,0,0,0,0
1131,2020/6/19,长安区小峪,1344,31.3,154,82,44,1.7,51.8,2,0,1,0,1,0
1132,2017/10/20,临潼区代王,757,36,69,59,37,4.7,15.7,2,1,1,0,0,0
1133,2020/7/14,蓝田县葛牌,1015,24.9,33,63,61,10.3,11.8,2,1,0,1,1,0
1134,2015/3/19,蓝田县九间房,2324,49.8,594,85,31,2.8,22.1,0,0,1,1,0,0
1135,2020/5/18,周至县厚畛子,896,35.8,744,52,20,3.3,12.1,5,1,1,1,1,0
1136,2018/7/23,雁塔区曲江,882,16.3,912,74,30,12.1,5,1,0,0,0,1,1
1137,2019/8/23,长安区蒿沟,1341,45.2,657,60,23,4.1,11.2,2,0,1,1,1,0
1138,2019/7/2,长安区沣峪,2488,47.9,537,60,68,13.3,10.2,3,1,1,0,0,0
1139,2018/9/5,蓝田县汤峪,2432,23.8,564,57,37,3.6,20.6,3,0,0,0,0,0
1140,2011/9/28,鄠邑区玉蝉,1427,42.5,107,76,36,1.4,51.4,0,1,1,1,1,0
1141,2011/7/15,雁塔区电子城,922,13.9,145,30,14,2.3,12.2,0,1,0,1,0,1
1142,2022/8/17,长安区蒿沟,1700,27.5,941,40,20,2.7,14.8,2,1,1,0,0,0
1143,2010/11/9,未央区未央宫,889,28.5,139,30,13,1.8,14.4,1,0,0,0,0,0
1144,2020/7/28,周至县广济,1079,20.8,117,95,20,4.8,8.3,5,0,0,0,0,0
1145,2013/9/23,高陵区鹿苑,786,16.5,321,46,17,5.2,6.5,4,0,1,1,1,0
1146,2023/7/16,蓝田县汤峪,2051,32.6,654,76,76,34.7,5,3,0,1,0,1,0
1147,2019/5/24,长安区太乙宫,1010,39.7,619,40,28,3.3,17,3,1,1,1,1,0
1148,2012/10/17,长安区太乙宫,983,42.5,147,48,39,2.9,26.9,2,1,1,0,0,0
1149,2014/8/24,长安区沣峪,1878,32.1,30,78,27,1.1,49.1,2,1,1,1,1,0
1150,2022/11/20,鄠邑区蒋村,1370,20,41,55,20,2.8,14.3,3,0,0,0,0,0
1151,2017/8/15,长安区小峪,939,40.4,503,81,29,5.2,11.2,0,0,1,1,1,0
1152,2023/5/3,长安区引镇,824,36.3,159,48,51,6.2,16.5,3,1,1,1,0,0
1153,2011/8/26,灞桥区狄寨,529,23.8,271,30,15,1.7,17.6,1,1,1,1,1,0
1154,2016/10/7,蓝田县葛牌,975,33.1,642,53,30,3.1,19.4,3,0,0,0,0,0
1155,2012/8/31,周至县王家河,1276,24.5,527,95,32,6.7,9.6,5,0,0,0,0,0
1156,2013/8/17,灞桥区白鹿塬,642,18.7,55,30,34,2.4,28.3,1,1,1,1,1,0
1157,2010/9/1,灞桥区席王,697,19.8,480,30,28,2,28,1,0,1,1,1,0
1158,2023/9/15,未央区六村堡,882,29.8,365,49,22,1,44,1,0,1,1,1,0
1159,2011/9/26,长安区蒿沟,914,29.7,60,65,28,2.3,24.3,0,0,1,0,0,0
1160,2010/7/31,蓝田县玉川,2308,43.3,386,87,36,4.4,16.4,2,1,1,1,1,0
1161,2022/3/29,临潼区零口,992,44.4,1301,80,20,1.2,33.3,2,1,1,0,0,0
1162,2016/11/6,高陵区通远,913,14.7,203,39,32,2.7,23.7,4,0,1,0,0,0
1163,2011/9/7,临潼区斜口,638,33.8,1227,30,41,4.8,17.1,2,1,1,1,0,0
1164,2021/9/21,临潼区斜口,395,34.8,4,53,29,7,8.3,2,0,0,0,1,1
1165,2015/8/17,灞桥区狄寨,979,16,531,30,31,3.2,19.4,1,1,0,0,0,0
1166,2017/8/8,长安区太乙宫,911,50,83,40,55,3.7,29.7,3,1,1,1,1,0
1167,2017/8/25,长安区子午峪,1037,28.4,173,94,38,9.7,7.8,3,0,0,0,0,0
1168,2019/9/5,阎良区关山,437,26.8,244,42,18,1,36,1,0,1,1,1,0
1169,2017/6/16,蓝田县蓝关,1222,33.2,381,71,20,1,40,3,0,1,0,1,0
1170,2023/8/10,蓝田县蓝关,1668,35.1,305,40,20,3.4,11.8,2,1,1,1,1,0
1171,2013/8/14,长安区子午峪,1781,30.5,574,46,40,7.4,10.8,3,1,1,1,1,0
1172,2023/10/22,临潼区代王,894,32.6,223,60,34,3.1,21.9,2,1,0,1,1,0
1173,2010/4/25,蓝田县葛牌,1351,29.3,62,40,24,4.8,10,2,0,1,1,1,0
1174,2013/10/16,临潼区斜口,317,25.6,698,49,28,4.6,12.2,2,1,0,0,0,1
1175,2020/10/15,雁塔区曲江,310,25,75,48,11,1.5,14.7,0,0,0,0,0,0
1176,2021/8/22,灞桥区白鹿塬,543,10,174,61,11,1.5,14.7,1,1,1,0,0,0
1177,2023/9/9,雁塔区曲江,434,17.1,162,30,26,1.2,43.3,0,0,1,0,1,1
1178,2022/6/9,未央区六村堡,565,25.3,254,80,32,2.9,22.1,1,0,0,0,0,0
1179,2019/9/9,蓝田县蓝关,1009,31.3,61,85,27,4.7,11.5,2,0,1,1,0,0
1180,2017/7/31,鄠邑区祖庵,2220,33.4,68,58,32,2.3,27.8,5,0,1,1,1,0
1181,2015/10/18,临潼区骊山,950,28.8,541,35,41,5.6,14.6,1,0,0,0,0,0
1182,2016/8/7,灞桥区狄寨,917,22.4,359,59,25,2.4,20.8,1,0,1,0,0,0
1183,2021/10/29,周至县王家河,875,47.3,176,95,31,1.4,44.3,5,0,1,1,1,0
1184,2016/6/24,灞桥区白鹿塬,993,25.4,216,55,15,1,30,1,0,0,0,0,0
1185,2015/10/8,灞桥区白鹿塬,306,25.8,237,80,27,5.7,9.5,1,1,0,1,1,1
1186,2013/9/12,周至县广济,1995,34.3,553,87,57,2.8,40.7,4,1,1,1,1,0
1187,2015/8/19,周至县厚畛子,1585,36,625,54,20,2.1,19,3,1,0,1,0,0
1188,2010/9/7,周至县广济,1561,29.9,344,87,20,2.2,18.2,5,0,1,0,1,0
1189,2016/9/19,长安区沣峪,861,32.3,494,82,44,2.1,41.9,3,0,0,0,1,0
1190,2019/9/12,长安区沣峪,941,31.1,138,93,20,4.2,9.5,2,1,0,1,1,0
1191,2020/11/29,临潼区零口,755,31.7,110,30,25,1.3,38.5,0,0,1,1,1,0
1192,2019/8/2,蓝田县蓝关,2308,42.5,50,45,21,2.3,18.3,5,1,1,1,0,0
1193,2018/11/2,长安区沣峪,1446,41.4,270,70,30,1.7,35.3,2,0,0,0,0,0
1194,2016/8/19,长安区小峪,1607,22.1,203,93,31,2.9,21.4,3,0,0,0,0,0
1195,2019/9/25,周至县板房子,1132,42.8,5,42,25,1,50,0,1,0,1,0,0
1196,2022/12/2,长安区引镇,2438,40.4,158,40,42,7.7,10.9,2,1,0,0,0,0
1197,2013/9/4,阎良区武屯,670,13,43,32,39,11.3,6.9,2,0,1,0,1,1
1198,2023/7/11,鄠邑区甘河,2356,32,103,40,20,1,40,5,1,1,1,1,0
1199,2022/9/22,阎良区新兴,927,22.4,31,30,34,3.4,20,4,0,1,0,0,0
1200,2014/9/22,临潼区骊山,361,35.2,354,30,66,5.5,24,1,1,1,1,1,0
1201,2023/9/30,周至县厚畛子,2329,45.5,401,76,36,2.5,28.8,0,0,1,0,1,0
1202,2022/9/13,蓝田县玉川,994,23.6,270,72,28,2.6,21.5,3,0,0,0,1,0
1203,2010/10/5,灞桥区狄寨,647,13,554,77,14,4,7,1,1,0,0,0,0
1204,2021/5/23,长安区小峪,1844,31.1,646,43,30,2.9,20.7,2,1,0,1,0,0
1205,2010/9/24,蓝田县汤峪,2068,26.8,163,40,31,2.5,24.8,0,0,1,1,1,0
1206,2010/5/19,长安区小峪,1195,50,231,89,30,4.5,13.3,0,1,1,1,1,0
1207,2010/9/4,蓝田县九间房,2323,27.8,37,79,38,2.5,30.4,3,0,1,0,1,0
1208,2013/9/29,鄠邑区祖庵,2187,41.2,403,55,154,8.1,38,3,1,1,0,1,0
1209,2015/8/29,鄠邑区涝峪,941,34,146,52,45,2.4,37.5,3,0,1,1,1,0
1210,2016/7/15,阎良区武屯,411,26.9,127,47,13,1.5,17.3,1,1,0,1,1,1
1211,2014/9/6,灞桥区席王,894,22.8,83,47,19,1.9,20,1,1,0,1,0,0
1212,2010/10/11,临潼区骊山,410,25.1,423,30,27,4.9,11,2,0,0,0,0,1
1213,2023/6/23,周至县厚畛子,1493,32.7,473,81,20,2.6,15.4,4,0,0,0,0,0
1214,2015/7/21,灞桥区洪庆,590,14.5,595,34,28,1,56,1,1,0,0,0,0
1215,2010/9/5,临潼区骊山,414,37.5,56,33,85,9.1,18.7,1,1,1,1,1,0
1216,2018/6/14,蓝田县汤峪,2236,35.8,113,41,36,3.4,21.2,0,1,1,0,0,0
1217,2020/7/3,灞桥区洪庆,373,26.2,145,50,30,6.8,8.8,1,1,1,1,1,1
1218,2016/8/2,周至县厚畛子,2227,42.1,436,95,23,1.5,30.7,3,0,1,0,0,0
1219,2012/3/7,蓝田县九间房,1568,39.3,4,86,22,3.2,13.8,2,0,0,0,0,0
1220,2018/9/17,周至县王家河,1254,41,811,48,20,1.4,28.6,0,1,0,1,1,0
1221,2018/7/5,未央区谭家,425,20.2,606,53,19,1,38,1,0,0,0,0,0
1222,2011/8/24,周至县马召,1701,20,270,66,86,12.8,13.4,4,1,0,1,1,0
1223,2020/3/15,长安区蒿沟,1816,38.2,77,90,124,6.2,40,2,0,0,0,1,1
1224,2015/8/2,周至县马召,1675,39.1,674,78,26,2.7,19.3,3,1,1,1,1,0
1225,2023/8/30,长安区小峪,2192,38.6,70,58,53,5.3,20,3,1,1,1,1,0
1226,2012/11/10,灞桥区席王,353,24,372,37,39,4.8,16.2,1,1,0,1,1,0
1227,2010/10/29,蓝田县汤峪,2283,29.8,202,40,20,1,40,5,0,0,0,0,1
1228,2011/9/13,蓝田县蓝关,1202,44.1,15,92,20,2.4,16.7,5,0,0,0,0,0
1229,2016/7/26,灞桥区洪庆,507,17.7,95,30,22,1,44,1,1,1,1,1,0
1230,2010/7/2,长安区蒿沟,1054,23.1,241,95,20,1.2,33.3,3,0,0,0,1,0
1231,2018/7/3,临潼区骊山,847,28.7,3,67,26,2.9,17.9,2,0,1,1,1,0
1232,2020/5/20,未央区谭家,808,13.5,100,30,27,2,27,1,1,1,0,1,0
1233,2018/9/15,阎良区关山,901,18,531,30,13,1,26,2,0,1,0,0,0
1234,2019/8/13,鄠邑区甘河,1839,34.3,5,40,36,2.9,24.8,5,0,1,1,1,0
1235,2019/9/16,临潼区斜口,479,31.7,10,30,42,3.1,27.1,0,1,0,1,0,1
1236,2014/9/30,灞桥区洪庆,944,30.9,106,51,25,5.5,9.1,1,0,0,0,1,0
1237,2015/7/17,周至县马召,1278,29.3,132,69,21,3.5,12,3,1,0,0,0,0
1238,2023/5/1,周至县马召,2271,20,378,86,51,5.8,17.6,0,0,1,1,0,0
1239,2022/7/15,周至县王家河,2488,36.2,115,40,46,6.3,14.6,5,1,1,1,0,0
1240,2023/6/11,蓝田县葛牌,931,20,546,64,70,8.4,16.7,2,0,1,1,0,0
1241,2018/9/12,高陵区鹿苑,810,12.5,123,30,32,2.1,30.5,1,0,1,1,0,0
1242,2017/2/15,周至县王家河,2006,28.6,96,78,28,5.5,10.2,5,0,1,0,1,0
1243,2012/8/19,鄠邑区蒋村,992,36.9,44,40,20,2.2,18.2,5,1,1,1,0,0
1244,2018/8/14,鄠邑区祖庵,1603,33.8,1,95,70,13,10.8,4,0,0,0,1,0
1245,2018/8/1,临潼区骊山,975,36.7,117,56,47,8.3,11.3,2,1,1,1,1,0
1246,2017/6/29,蓝田县汤峪,1001,34.4,242,40,23,1,46,3,1,1,1,1,0
1247,2011/5/11,临潼区骊山,530,34.5,808,67,57,3.5,32.6,2,1,0,1,1,1
1248,2014/8/15,蓝田县汤峪,1831,32.7,13,86,59,4.1,28.8,2,0,1,1,1,0
1249,2023/8/13,长安区沣峪,1025,40.1,185,49,20,1,40,3,0,0,0,0,0
1250,2012/8/24,未央区六村堡,665,19.6,217,77,16,1.1,29.1,1,0,0,0,1,0
